Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre
The Libertines,Time For Heroes,56,0.344,0.925,2,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395,160280,4,alternative
RINSE,Back Into Your Arms,37,0.5,0.794,3,-7.579,1,0.029,0.00478,0.00582,0.0926,0.257,90.007,263801,4,alternative
Jacques Greene,Promise,43,0.565,0.468,8,-8.959,0,0.047,0.794,0.905,0.216,0.079,155.006,209806,4,alternative
U2,I Will Follow,58,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4,alternative
Vampire Weekend,A-Punk,70,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,4,alternative
T. Rex,20th Century Boy - 2012 Remaster,54,0.426,0.954,9,-6.121,1,0.0474,0.00144,0.0,0.149,0.721,135.302,218666,4,alternative
The Bees,A Minha Menina,44,0.521,0.808,9,-8.201,0,0.052,0.805,0.0105,0.227,0.834,98.867,170733,4,alternative
LUNA AURA,HONEY,55,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65e-06,0.0664,0.451,119.017,155680,4,alternative
cleopatrick,hometown,63,0.315,0.826,7,-4.314,0,0.0636,0.00064,0.000687,0.0703,0.359,139.161,256072,4,alternative
Talibah Safiya,Animal Kingdom,35,0.719,0.625,8,-11.06,1,0.0441,0.116,0.000401,0.0314,0.791,121.672,214728,4,alternative
Caleb Elliott,Makes Me Wonder,33,0.636,0.51,2,-8.955,0,0.0244,0.0688,0.371,0.131,0.718,84.198,213440,4,alternative
The Pretty Things,She's a Lover,38,0.439,0.795,2,-9.424,1,0.0314,0.00407,0.00114,0.296,0.789,84.846,212067,4,alternative
ufo ufo,Strange Clouds,53,0.653,0.722,4,-7.3,1,0.0292,0.0571,0.0492,0.107,0.888,128.018,206240,4,alternative
The Wombats,Let's Dance to Joy Division,2,0.398,0.838,4,-6.679,1,0.102,0.00127,0.0,0.576,0.747,116.913,191293,4,alternative
Krystal Klear,Piano Banana,0,0.803,0.941,10,-9.902,1,0.126,5.18e-05,0.917,0.105,0.389,127.011,242090,4,alternative
Angela Muñoz,Can I Get Your Name,45,0.569,0.465,0,-7.294,1,0.0317,0.632,0.00988,0.113,0.321,74.955,237827,4,alternative
Julian Cope,World Shut Your Mouth,46,0.642,0.82,9,-6.789,0,0.0619,0.0128,1.16e-06,0.299,0.782,126.25,215000,4,alternative
Jealous of the Birds,Young Neanderthal,34,0.549,0.867,2,-4.666,1,0.0371,0.0108,4.46e-06,0.171,0.486,110.032,186760,4,alternative
Altin Gün,Leyla,43,0.462,0.753,1,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44,197754,4,alternative
Savannah Conley,Being Around You,26,0.598,0.591,8,-5.387,1,0.0262,0.179,0.00066,0.0714,0.467,93.071,178484,3,alternative
Patti Smith,People Have the Power,51,0.622,0.737,2,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,310400,4,alternative
Maybird,Turning Into Water,43,0.446,0.658,7,-6.746,1,0.0362,0.00209,0.00694,0.241,0.635,127.048,201403,4,alternative
Colony House,O YA,47,0.502,0.96,6,-4.523,1,0.143,0.288,0.000254,0.676,0.438,76.04,260000,4,alternative
Psychic Temple,You Ain't a Star,29,0.448,0.595,11,-7.73,0,0.0298,0.105,0.25,0.2,0.772,167.371,189893,4,alternative
Reginald Omas Mamode IV,400 Years,37,0.782,0.515,0,-12.48,1,0.079,0.0339,0.00902,0.089,0.451,118.543,192783,4,alternative
TDJ,Open Air,37,0.667,0.51,1,-10.133,1,0.0436,0.176,0.00283,0.0857,0.16,141.077,251555,4,alternative
Satellite Citi,Getaway,26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141,4,alternative
New Order,Age of Consent - 2015 Remaster,67,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333,4,alternative
Nia Archives,Headz Gone West,48,0.609,0.868,7,-4.975,1,0.101,0.205,0.00129,0.106,0.705,175.11,142629,4,alternative
In Tua Nua,Seven Into The Sea,6,0.477,0.615,11,-14.173,0,0.0549,0.00369,0.239,0.519,0.393,130.716,342573,4,alternative
The Coral,Pass It On,53,0.395,0.727,7,-6.015,1,0.0375,0.282,7.12e-06,0.0683,0.872,179.097,139133,4,alternative
Jill Andrews,Gimme the Beat Back,36,0.709,0.692,2,-7.365,1,0.0362,0.126,0.000748,0.0695,0.645,94.013,165133,4,alternative
Crumb,BNR,55,0.642,0.604,9,-8.412,1,0.0292,0.281,0.55,0.115,0.389,101.539,181360,4,alternative
Gary Numan,Are 'Friends' Electric?,34,0.423,0.748,5,-9.832,1,0.0387,0.0303,0.223,0.169,0.429,93.973,325200,4,alternative
Frameworks,Cusp - Edit,37,0.733,0.726,5,-9.894,0,0.0366,0.278,0.83,0.173,0.0823,117.991,249080,4,alternative
Jacob Banks,Parade,54,0.574,0.691,6,-7.805,0,0.0336,0.0142,0.000431,0.169,0.767,95.009,136632,4,alternative
Cherym,Kisses On My Cards,25,0.459,0.953,4,-5.578,1,0.0724,0.000121,0.0933,0.135,0.512,142.003,189248,4,alternative
salute,Want U There,44,0.623,0.965,6,-3.157,0,0.376,0.00135,2.44e-06,0.482,0.346,134.066,176506,4,alternative
Parquet Courts,Master Of My Craft,29,0.166,0.861,2,-6.761,1,0.0651,0.0267,0.842,0.605,0.523,187.544,190347,4,alternative
Tony Anderson,Éclosion,50,0.514,0.174,9,-28.958,0,0.0544,0.965,0.964,0.0998,0.513,150.056,295200,4,alternative
Pearl Jam,Alive,75,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,alternative
Miss Grit,Impostor,39,0.323,0.672,4,-7.079,1,0.0386,0.269,0.217,0.198,0.0545,148.143,265836,4,alternative
The Strokes,Reptilia,75,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4,alternative
"nothing,nowhere.",fake friend,64,0.472,0.849,4,-3.738,1,0.0315,0.00362,0.0,0.0973,0.31,144.065,169451,4,alternative
Data,Rapture,27,0.541,0.882,3,-3.929,0,0.219,0.158,0.0,0.079,0.423,142.867,218373,4,alternative
Calva Louise,Belicoso,39,0.534,0.868,9,-8.532,1,0.0634,0.000776,0.000342,0.358,0.372,140.06,169710,4,alternative
This Is The Kit,Coming to Get You Nowhere,49,0.688,0.523,7,-10.659,1,0.0401,0.898,0.375,0.127,0.864,94.89,200480,4,alternative
Built To Spill,Carry the Zero,57,0.264,0.812,4,-5.651,1,0.031,1.35e-05,0.108,0.0962,0.458,94.095,343893,4,alternative
Tiberius b,Big Deal,43,0.696,0.571,1,-5.472,1,0.0545,0.0285,0.0,0.0917,0.456,136.036,258337,4,alternative
The Hunna,Bad Place,56,0.648,0.564,9,-3.972,1,0.0322,0.216,0.0,0.0854,0.357,132.932,139729,4,alternative
Big Ups,Goes Black,31,0.377,0.976,6,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,141560,4,alternative
Noah Cunane,F*CK ABOUT IT,49,0.364,0.936,9,-4.281,1,0.146,0.000626,2.5e-06,0.427,0.579,180.191,100608,4,alternative
Lene Lovich,Lucky Number,43,0.669,0.733,5,-10.495,1,0.0494,0.0205,0.000224,0.042,0.833,153.778,171093,4,alternative
Ashley Monroe,Til It Breaks,48,0.712,0.354,1,-7.814,0,0.0309,0.386,1.14e-05,0.116,0.528,133.969,201520,4,alternative
FEWS,More Than Ever,34,0.379,0.966,9,-2.59,0,0.169,7.67e-05,0.565,0.357,0.478,166.153,199863,4,alternative
A Day To Remember,Everything We Need,63,0.464,0.764,8,-5.627,1,0.0324,0.017,0.0,0.101,0.589,81.814,185200,4,alternative
The Sound,Winning,47,0.426,0.721,1,-9.391,0,0.0309,2.73e-05,0.023,0.0867,0.248,151.13,258080,4,alternative
phem,congratulations,51,0.457,0.764,5,-6.419,0,0.193,0.0258,1.98e-06,0.0721,0.61,129.514,132371,5,alternative
L.A. WITCH,Sleep,36,0.363,0.81,4,-4.019,0,0.0397,0.00805,0.508,0.128,0.555,118.581,233320,4,alternative
Vera Sola,The Colony,32,0.595,0.633,0,-8.835,0,0.0595,0.449,0.00438,0.132,0.569,131.166,168347,4,alternative
James,Born Of Frustration,45,0.521,0.935,10,-4.261,1,0.0425,0.0361,1.56e-06,0.277,0.332,111.023,276027,4,alternative
Gorillaz,Stylo (feat. Mos Def and Bobby Womack),64,0.686,0.751,10,-5.747,0,0.0604,0.00604,0.000849,0.0979,0.851,100.222,270520,4,alternative
Wand,The Gift,24,0.43,0.823,4,-8.257,1,0.0396,0.0202,0.0169,0.309,0.492,100.156,245413,4,alternative
Strawberry Alarm Clock,Incense And Peppermints,45,0.473,0.735,9,-8.921,1,0.0296,0.0603,0.0,0.15,0.754,132.506,169800,4,alternative
Arlo Parks,Hope,57,0.59,0.521,1,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067,4,alternative
Cihan Mürtezaoğlu,Belli Olmaz,44,0.653,0.668,2,-10.294,0,0.0388,0.106,0.00451,0.149,0.958,126.03,172791,4,alternative
Billy Strings,Away From The Mire,53,0.379,0.593,6,-9.113,0,0.0295,0.584,0.00547,0.122,0.511,143.207,463653,4,alternative
Kutiman,Sakla Beni,23,0.456,0.513,5,-11.221,0,0.0277,0.00447,0.0273,0.114,0.771,153.995,280603,3,alternative
Arrested Youth,98 Degrees,58,0.679,0.804,6,-3.886,1,0.0439,0.0857,5.97e-06,0.19,0.64,80.981,167127,4,alternative
Mocky,Feeling Like I Like,49,0.763,0.525,1,-7.62,0,0.0565,0.071,0.0617,0.0555,0.704,105.584,258185,4,alternative
The Smashing Pumpkins,1979 - Remastered 2012,75,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,alternative
The Dandy Warhols,Bohemian Like You,68,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,211707,4,alternative
The Modern Lovers,Roadrunner,58,0.462,0.84,2,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,246440,4,alternative
IDLES,War,50,0.24,0.956,0,-3.335,1,0.07,3.39e-05,0.000752,0.0579,0.205,93.486,187451,4,alternative
Fire From The Gods,Right Now,56,0.494,0.916,1,-4.734,0,0.233,0.00112,4.43e-06,0.0996,0.433,89.468,225026,4,rock
Badfinger,Name Of The Game - Remastered 2010,39,0.324,0.566,9,-8.765,1,0.0295,0.032,0.00536,0.138,0.292,138.414,321160,4,rock
ONR,It Gets To A Point,45,0.545,0.964,1,-4.326,1,0.0565,0.000114,3.87e-06,0.0842,0.698,142.002,233439,4,rock
Himalayas,Thank God I'm Not You,55,0.542,0.828,11,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,194626,4,rock
Aerosmith,What It Takes,55,0.522,0.738,0,-6.423,1,0.031,0.0286,5.8e-06,0.4,0.461,142.702,310533,4,rock
White Denim,It Might Get Dark,40,0.441,0.752,7,-5.757,1,0.132,0.035,0.000553,0.0902,0.492,140.239,216920,4,rock
AWOLNATION,The Best,57,0.635,0.875,2,-4.756,0,0.0306,0.11,0.236,0.0993,0.0485,111.005,223320,4,rock
Maggie Lindemann,Loner,55,0.69,0.706,8,-4.235,0,0.0519,0.322,0.00024,0.132,0.229,159.905,190561,4,rock
Gonzalez,Dusted,28,0.242,0.948,5,-6.003,1,0.066,4.8e-05,0.000951,0.215,0.601,147.049,235013,4,rock
Thirty Seconds To Mars,The Kill (Bury Me),63,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,rock
Chris Cornell,Patience,64,0.597,0.646,6,-7.378,0,0.0344,0.28,0.0,0.111,0.364,126.951,253121,4,rock
The Beach Boys,Surfin' U.S.A. - Remastered 2001,72,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,rock
The Blue Stones,Let It Ride,51,0.53,0.896,1,-4.426,0,0.04,0.000241,0.0222,0.271,0.543,128.005,217787,4,rock
U2,Beautiful Day,73,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,248400,4,rock
Midtown,Give It Up,32,0.457,0.922,10,-2.766,0,0.0689,0.000357,0.0,0.103,0.587,159.816,221800,4,rock
Jimi Hendrix,Hey Joe,71,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4,rock
Warrant,Cherry Pie,66,0.472,0.946,2,-4.591,1,0.145,0.0372,0.0,0.352,0.486,177.489,201027,4,rock
Collective Soul,Shine,69,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040,4,rock
I Prevail,DOA [Feat. Joyner Lucas],59,0.372,0.479,2,-8.218,1,0.0411,0.00173,0.00018,0.147,0.08,175.134,218571,4,rock
Deep Purple,Smoke on the Water,74,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742,4,rock
Hollywood Undead,Undead,6,0.512,0.943,2,-5.185,0,0.106,0.0136,0.0,0.261,0.486,163.134,265053,4,rock
Grace McKagan,So Hyper,25,0.457,0.986,6,-4.49,1,0.0697,0.0196,0.0208,0.128,0.558,139.173,175224,4,rock
Saul,Trial By Fire,44,0.417,0.95,1,-3.478,1,0.145,2.14e-05,0.493,0.305,0.572,192.118,211000,4,rock
Ray LaMontagne,Strong Enough,56,0.717,0.706,2,-8.612,1,0.0278,0.116,1.51e-05,0.184,0.967,130.543,214653,4,rock
"Broccoli, you too?",All Those Realistic Lies,5,0.599,0.00976,2,-19.889,1,0.128,0.989,0.796,0.109,0.275,131.222,65111,4,rock
The Kinks,You Really Got Me,72,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,rock
Weezer,All My Favorite Songs (feat. AJR),67,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,170720,4,rock
Jack Johnson,Upside Down,70,0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,209547,4,rock
St. Vincent,Cruel,51,0.57,0.704,1,-8.32,1,0.0314,0.0104,0.455,0.0905,0.437,115.041,214987,4,rock
YUNGBLUD,cotton candy,8,0.624,0.451,2,-5.397,1,0.0303,0.394,0.0,0.071,0.551,119.971,129256,4,rock
Frank Carter & The Rattlesnakes,Lullaby,49,0.156,0.849,3,-5.5,0,0.0664,9.78e-05,0.554,0.0793,0.571,186.164,194973,3,rock
Sleep Token,The Night Does Not Belong To God,45,0.415,0.522,8,-8.563,1,0.032,0.84,0.103,0.11,0.145,152.92,303507,4,rock
Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,60,0.384,0.735,7,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,246267,4,rock
The Starting Line,The Best Of Me,59,0.533,0.802,4,-4.212,1,0.0384,0.001,0.0,0.314,0.293,106.969,258267,4,rock
Mason Hill,Against the Wall,42,0.566,0.699,3,-6.526,0,0.0296,0.000228,0.0,0.34,0.472,126.043,261387,4,rock
Noam Rotem,השמיכה הלבנה,23,0.489,0.738,9,-10.405,1,0.0383,0.0885,0.349,0.104,0.514,141.912,172300,4,rock
Patsy Cline,Gotta Lot Of Rhythm In My Soul,8,0.74,0.554,2,-14.131,1,0.031,0.977,0.283,0.623,0.971,109.129,140565,4,rock
The Rolling Stones,Beast Of Burden - Remastered 1994,74,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,4,rock
Olivia Rodrigo,good 4 u,91,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,178148,4,rock
Molchat Doma,Не Смешно / Ne Smeshno,41,0.632,0.786,10,-9.329,0,0.0578,0.117,0.913,0.127,0.551,123.002,232120,4,rock
Manchester Orchestra,Bed Head,57,0.513,0.97,10,-6.051,0,0.133,5.75e-05,0.000538,0.515,0.214,122.057,244493,4,rock
The Doobie Brothers,Long Train Runnin',73,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4,rock
Bully,Where to Start,44,0.341,0.875,9,-4.581,1,0.0406,2.32e-05,0.126,0.135,0.477,78.948,180601,4,rock
Cinderella,Don't Know What You Got (Till It's Gone),6,0.247,0.749,9,-5.542,1,0.0357,0.0649,0.0818,0.752,0.232,130.192,274067,4,rock
Murmur,Fragile,19,0.453,0.813,5,-4.212,1,0.0324,8.07e-05,0.0118,0.681,0.974,92.782,189459,4,rock
Garbage,Wolves - Edit,18,0.484,0.956,5,-6.388,0,0.0357,2.59e-05,0.705,0.257,0.643,145.004,219541,4,rock
The Cooper Temple Clause,Been Training Dogs,19,0.184,0.984,9,-2.733,1,0.113,6.3e-05,1.02e-05,0.44,0.174,157.685,193493,3,rock
Coheed and Cambria,Welcome Home,66,0.442,0.951,11,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,374973,4,rock
Volbeat,Seal The Deal,57,0.53,0.973,4,-3.603,0,0.0663,6.44e-05,0.00558,0.129,0.432,105.997,249306,4,rock
Patient Sixty-Seven,Antisocial,45,0.542,0.99,6,-3.22,1,0.145,0.00324,6.07e-06,0.285,0.749,151.957,154243,4,rock
Foo Fighters,Waiting On A War,65,0.53,0.759,7,-7.067,1,0.0351,0.00984,0.0,0.319,0.502,131.999,253840,4,rock
Lalalar,İsyanlar - Radio Edit,43,0.776,0.523,7,-10.667,1,0.0626,0.17,0.82,0.429,0.529,100.976,280500,4,rock
Kendell Marvel,Lowdown & Lonesome,47,0.504,0.874,1,-7.09,1,0.037,0.00185,0.000193,0.049,0.867,180.009,263000,4,rock
The Blue Stones,Shakin' Off The Rust,58,0.585,0.8,7,-6.094,1,0.035,0.0017,4.96e-06,0.0981,0.368,110.971,222936,4,rock
Ron Gallo,"Young Lady, You're Scaring Me",59,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,220538,4,rock
Foo Fighters,Everlong,78,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4,rock
Galleons,Casablanca,38,0.434,0.908,7,-3.387,1,0.0664,0.000124,6.93e-06,0.0842,0.559,152.022,236472,4,rock
Avalanche Effect,The Veil,38,0.426,0.932,1,-9.138,1,0.0591,0.000138,0.00331,0.059,0.602,170.048,267000,4,rock
Coldplay,Talk,63,0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,311292,4,rock
Ozzy Osbourne,Ordinary Man (feat. Elton John),59,0.428,0.599,4,-2.135,1,0.0286,0.0665,9.86e-06,0.137,0.134,125.83,301730,4,rock
FEVER 333,(The First Stone) Changes [feat. Yelawolf],37,0.689,0.869,2,-5.031,1,0.249,0.0124,4.57e-05,0.381,0.372,118.956,189743,4,rock
Aviv Geffen,אור הירח,39,0.305,0.597,9,-9.055,1,0.0307,0.0739,0.000129,0.098,0.415,150.558,226160,4,rock
Aerosmith,Cryin',72,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333,3,rock
AC/DC,T.N.T.,78,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4,rock
Cisco Adler,Sunday Vibe,58,0.747,0.662,7,-7.008,1,0.198,0.583,0.0,0.136,0.532,155.78,186760,4,rock
Little Richard,Ready Teddy,48,0.532,0.678,5,-5.59,1,0.19,0.673,0.0,0.103,0.971,205.973,126680,4,rock
Migrant Motel,New Religion,35,0.571,0.405,1,-8.907,1,0.025,0.00157,0.000991,0.0911,0.398,72.974,184000,4,rock
OWLS,Everyone Is My Friend,32,0.53,0.793,4,-7.662,1,0.0382,0.0132,0.0,0.236,0.603,101.258,206351,4,rock
Preservation Hall Jazz Band,Keep Your Head Up,34,0.623,0.888,5,-5.018,0,0.133,0.343,0.0,0.34,0.687,107.962,285347,4,rock
Blues Traveler,But Anyway,56,0.672,0.768,1,-9.142,0,0.0445,0.0382,5.51e-05,0.0837,0.942,102.487,249867,4,rock
Bumpin Uglies,Serotonin,41,0.684,0.788,8,-5.627,1,0.0424,0.0311,3.17e-05,0.0632,0.793,83.011,181370,4,rock
Pure Reason Revolution,New Obsession,31,0.569,0.804,6,-6.921,0,0.0542,0.000482,0.000289,0.321,0.148,120.014,307100,4,rock
Aerosmith,Sweet Emotion,75,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4,rock
Bobby Lee Trammell,Shirley Lee,24,0.639,0.849,9,-6.595,1,0.0442,0.675,0.013,0.0999,0.971,105.922,107800,4,rock
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4,rock
The Police,Bring On The Night,55,0.727,0.627,2,-11.7,1,0.0633,0.0566,0.003,0.0779,0.773,109.603,255213,4,rock
Jesuslesfilles,Doux doux,24,0.372,0.939,7,-8.474,1,0.0618,0.0198,0.0142,0.139,0.331,178.282,204413,4,rock
Don Henley,The Boys Of Summer,77,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4,rock
David Shaw,Heavy Soul,47,0.72,0.747,7,-4.413,1,0.0313,0.204,2.55e-05,0.139,0.919,145.047,182690,4,rock
Gleemer,Gauze,48,0.567,0.539,10,-8.745,1,0.0333,0.00458,0.406,0.109,0.372,81.989,297501,4,rock
Body Count,Body Count's in the House,49,0.478,0.953,8,-7.294,1,0.0892,0.0328,0.000508,0.597,0.407,96.622,204200,4,rock
Fontaines D.C.,I Don't Belong,50,0.657,0.716,9,-7.76,0,0.0264,0.2,0.000728,0.173,0.513,112.045,271107,4,rock
Everlast,The Culling,38,0.681,0.849,1,-5.952,1,0.382,0.0305,0.0,0.301,0.541,79.004,194160,4,rock
The Blue Stones,Shakin' Off The Rust,58,0.585,0.8,7,-6.094,1,0.035,0.0017,4.96e-06,0.0981,0.368,110.971,222936,4,rock
Fall Out Boy,The Last Of The Real Ones,61,0.579,0.872,8,-5.294,1,0.0443,0.00594,0.0,0.192,0.557,115.043,230400,4,rock
The Ataris,The Boys of Summer,67,0.251,0.954,6,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,258000,4,rock
Nothing But Thieves,Sorry - Acoustic,52,0.672,0.429,8,-7.364,0,0.0298,0.818,4.69e-06,0.205,0.481,127.912,214413,4,rock
Adam Jensen,Trouble,48,0.433,0.863,1,-6.213,0,0.0455,0.0397,0.0,0.0763,0.424,85.999,224142,4,rock
The Fall of Troy,F.C.P.R.E.M.I.X.,59,0.226,0.891,9,-5.531,0,0.0702,0.000631,9.75e-06,0.225,0.511,167.876,237680,4,rock
Don McLean,American Pie,75,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4,rock
The Offspring,Days Go By,54,0.402,0.976,9,-1.823,1,0.0712,0.0029,0.0,0.116,0.318,150.061,241787,4,rock
Eric Clapton,Cocaine,70,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,221640,4,rock
Tom Petty,Wildflowers,70,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,190320,4,rock
Grey Daze,B12,52,0.475,0.922,11,-5.136,0,0.0452,0.00738,0.0218,0.07,0.535,154.99,213680,4,rock
Samla Mammas Manna,Dundrets Fröjder,25,0.471,0.576,9,-12.748,0,0.057,0.0373,0.586,0.113,0.607,129.092,646493,4,rock
Crooked Teeth,Light Me Up,37,0.539,0.915,0,-3.484,1,0.262,0.102,2.68e-05,0.0993,0.689,142.04,180254,4,rock
Sour Widows,Look the Other Way,30,0.536,0.477,5,-8.999,1,0.0301,0.889,0.00079,0.106,0.316,159.679,304720,4,rock
Royal Blood,Ten Tonne Skeleton,58,0.488,0.879,7,-3.329,0,0.0393,0.000488,1.19e-06,0.14,0.557,86.986,187853,4,rock
Million Dead,Smiling at Strangers on Trains,32,0.207,0.961,7,-5.017,1,0.0801,9.94e-05,0.031,0.331,0.343,175.217,175253,4,rock
Steve Perry,Oh Sherrie,65,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,229347,4,rock
